name	term	lev	seq	value
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_138442_c2_g4	0.0122758279342163
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_133740_c1_g1	-3.15052609167245
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_139545_c4_g1	0.668230178062607
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_147201_c3_g4	3.45655356167655
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_101312_c0_g2	-0.0766611545658514
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_90254_c0_g1	2.86592844718668
"ribonucleoprotein complex assembly"	GO:0022618;GO:0071826	2	Sym_147119_c0_g1	1.39611382127314
"proteolysis"	GO:0006508;GO:0051603	2	Sym_93418_c0_g1	2.62937554170822
"proteolysis"	GO:0006508;GO:0051603	2	Sym_109358_c2_g1	-1.56840277112632
"proteolysis"	GO:0006508;GO:0051603	2	Sym_178813_c0_g1	-0.112830895898651
"proteolysis"	GO:0006508;GO:0051603	2	Sym_44505_c0_g1	-5.08194087808476
"proteolysis"	GO:0006508;GO:0051603	2	Sym_66220_c0_g2	0.810243423908191
"proteolysis"	GO:0006508;GO:0051603	2	Sym_107783_c2_g1	0.236077139957153
"proteolysis"	GO:0006508;GO:0051603	2	Sym_132105_c3_g7	-0.669356580779991
"proteolysis"	GO:0006508;GO:0051603	2	Sym_103763_c6_g1	-0.256745143890217
"proteolysis"	GO:0006508;GO:0051603	2	Sym_101971_c0_g1	2.19782643613169
"proteolysis"	GO:0006508;GO:0051603	2	Sym_128685_c8_g1	0.670478309871158
"proteolysis"	GO:0006508;GO:0051603	2	Sym_278829_c0_g1	0.126566638923096
"proteolysis"	GO:0006508;GO:0051603	2	Sym_114958_c5_g1	-1.68424820361076
"proteolysis"	GO:0006508;GO:0051603	2	Sym_17199_c0_g1	1.5093285286445
"proteolysis"	GO:0006508;GO:0051603	2	Sym_130165_c13_g1	-3.22531445911304
"proteolysis"	GO:0006508;GO:0051603	2	Sym_91477_c0_g1	-2.19919551342802
"proteolysis"	GO:0006508;GO:0051603	2	Sym_100802_c0_g1	0.355531051713651
"proteolysis"	GO:0006508;GO:0051603	2	Sym_101138_c0_g1	-2.37346960166738
"proteolysis"	GO:0006508;GO:0051603	2	Sym_204881_c0_g1	4.60142750507376
"proteolysis"	GO:0006508;GO:0051603	2	Sym_136877_c0_g1	-0.741255611774388
"proteolysis"	GO:0006508;GO:0051603	2	Sym_242526_c0_g1	-12.0227649991505
"proteolysis"	GO:0006508;GO:0051603	2	Sym_53466_c0_g1	-0.396487435288965
"proteolysis"	GO:0006508;GO:0051603	2	Sym_175830_c0_g1	0.0154968468109062
"peptidyl-amino acid modification"	GO:0018193	6	Sym_140163_c0_g1	-0.0489724757124116
"peptidyl-amino acid modification"	GO:0018193	6	Sym_30458_c0_g1	-1.24058892083954
"peptidyl-amino acid modification"	GO:0018193	6	Sym_110848_c2_g1	-0.278441730554579
"peptidyl-amino acid modification"	GO:0018193	6	Sym_85763_c0_g2	-1.20097994748055
"peptidyl-amino acid modification"	GO:0018193	6	Sym_142384_c1_g2	-1.77237737353311
"cell surface receptor signaling pathway"	GO:0007166	4	Sym_128463_c0_g2	2.43491091414964
"cell surface receptor signaling pathway"	GO:0007166	4	Sym_132105_c3_g7	-0.669356580779991
"cell surface receptor signaling pathway"	GO:0007166	4	Sym_112389_c0_g1	-0.711796674898838
"cell surface receptor signaling pathway"	GO:0007166	4	Sym_80796_c0_g1	0.143313172384374
"cell surface receptor signaling pathway"	GO:0007166	4	Sym_42149_c0_g1	-0.688104795182317
"regulation of cell population proliferation"	GO:0042127	2	Sym_310154_c0_g1	2.78369090831025
"regulation of cell population proliferation"	GO:0042127	2	Sym_103763_c6_g1	-0.256745143890217
"regulation of cell population proliferation"	GO:0042127	2	Sym_145648_c3_g1	-0.143875575121825
"regulation of cell population proliferation"	GO:0042127	2	Sym_105558_c0_g1	1.53931177813249
"regulation of cell population proliferation"	GO:0042127	2	Sym_101057_c0_g1	-2.30384794487813
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_121495_c10_g3	4.56496281945847
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_103763_c6_g1	-0.256745143890217
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_107127_c2_g8	3.91399335512993
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_28806_c0_g1	1.57904438474546
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_115147_c3_g1	-1.11270443684824
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_100230_c0_g1	-0.393015346634341
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_152309_c0_g2	-5.1896982923183
"DNA metabolic process"	GO:0006259;GO:0006281;GO:0006974	2	Sym_142384_c1_g2	-1.77237737353311
"phosphorylation"	GO:0016310	5	Sym_140163_c0_g1	-0.0489724757124116
"phosphorylation"	GO:0016310	5	Sym_30458_c0_g1	-1.24058892083954
"phosphorylation"	GO:0016310	5	Sym_127086_c1_g3	0.599409899226339
"phosphorylation"	GO:0016310	5	Sym_107578_c2_g1	5.88873072693092
"phosphorylation"	GO:0016310	5	Sym_107578_c2_g2	2.90658820811844
"phosphorylation"	GO:0016310	5	Sym_211422_c0_g1	-0.154498966843044
"phosphorylation"	GO:0016310	5	Sym_85763_c0_g2	-1.20097994748055
"phosphorylation"	GO:0016310	5	Sym_156351_c0_g1	-1.82741250351046
"phosphorylation"	GO:0016310	5	Sym_115874_c4_g1	0.423283284763863
"phosphorylation"	GO:0016310	5	Sym_113653_c1_g2	0.222930004667721
"small molecule catabolic process"	GO:0044282	3	Sym_24015_c0_g1	-0.310947737805665
"small molecule catabolic process"	GO:0044282	3	Sym_111600_c1_g1	-0.635013988568999
"small molecule catabolic process"	GO:0044282	3	Sym_90654_c0_g1	1.79367758369031
"small molecule catabolic process"	GO:0044282	3	Sym_271368_c0_g1	-0.875857717463648
"small molecule catabolic process"	GO:0044282	3	Sym_174615_c0_g1	0.492993987649487
"cellular carbohydrate metabolic process"	GO:0044262	3	Sym_103005_c0_g1	-2.84799219446804
"cellular carbohydrate metabolic process"	GO:0044262	3	Sym_82427_c0_g1	1.13426560303952
"cellular carbohydrate metabolic process"	GO:0044262	3	Sym_125914_c2_g1	3.29069282210745
"cellular carbohydrate metabolic process"	GO:0044262	3	Sym_133813_c2_g1	-3.25701061714124
"cellular carbohydrate metabolic process"	GO:0044262	3	Sym_271368_c0_g1	-0.875857717463648
"DNA replication"	GO:0006260	3	Sym_103894_c0_g2	-0.139988977981326
"DNA replication"	GO:0006260	3	Sym_103894_c0_g4	0.0226532765721868
"DNA replication"	GO:0006260	3	Sym_121495_c10_g3	4.56496281945847
"DNA replication"	GO:0006260	3	Sym_103894_c0_g1	-6.34782876860706
"DNA replication"	GO:0006260	3	Sym_28806_c0_g1	1.57904438474546
"DNA replication"	GO:0006260	3	Sym_157544_c0_g1	0.922478167319358
"DNA replication"	GO:0006260	3	Sym_116663_c1_g1	-0.809499990451104
"DNA replication"	GO:0006260	3	Sym_152309_c0_g2	-5.1896982923183
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_131859_c1_g2	-0.151077191092048
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_24568_c0_g1	4.36661341916726
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_112389_c0_g1	-0.711796674898838
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_92829_c0_g1	0.408246605261954
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_89763_c0_g1	1.64025416595752
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_45310_c0_g1	-0.777242704096241
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_120986_c2_g1	0.535122989190103
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_104103_c2_g4	-0.215834537531767
"regulation of apoptotic process"	GO:0043066;GO:0042981;GO:0043069;GO:0043067;GO:0060548	4	Sym_242526_c0_g1	-12.0227649991505
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_310154_c0_g1	2.78369090831025
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_127086_c1_g3	0.599409899226339
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_107578_c2_g1	5.88873072693092
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_107578_c2_g2	2.90658820811844
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_211422_c0_g1	-0.154498966843044
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_102664_c0_g1	0.0326926791134976
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_74356_c0_g1	-3.55322057623673
"monosaccharide metabolic process"	GO:0006006;GO:0019318;GO:0005996	2	Sym_271368_c0_g1	-0.875857717463648
"cellular response to organic substance"	GO:0071310	4	Sym_57115_c0_g1	-4.93911850683259
"cellular response to organic substance"	GO:0071310	4	Sym_107369_c3_g5	0.403031088097216
"cellular response to organic substance"	GO:0071310	4	Sym_130013_c0_g1	-1.72280136324082
"cellular response to organic substance"	GO:0071310	4	Sym_94700_c0_g1	-0.338844501009041
"cellular response to organic substance"	GO:0071310	4	Sym_80796_c0_g1	0.143313172384374
