name	term	lev	seq	value
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_87432_c0_g1	1.66249900297019
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_150495_c0_g1	-0.346854736907429
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_107647_c1_g2	0.702815937486035
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_125914_c2_g1	1.93338437598658
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_90654_c0_g1	0.470436602603836
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_156041_c0_g1	0.119625626715394
"organic hydroxy compound metabolic process"	GO:1901615	2	Sym_271368_c0_g1	-2.49180860949983
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_310154_c0_g1	-0.269188981552948
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_109358_c2_g1	-2.51301145172427
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_24568_c0_g1	-1.00357848248623
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_109253_c1_g2	-0.424488511393131
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_150432_c3_g6	-6.49320602324618
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_109253_c1_g1	-0.519157806133579
"negative regulation of multicellular organismal process"	GO:0051241	2	Sym_84654_c0_g1	-1.07538127113593
"antibiotic metabolic process"	GO:0016999;GO:0017144	4	Sym_140883_c1_g1	-0.430582353005636
"antibiotic metabolic process"	GO:0016999;GO:0017144	4	Sym_127689_c0_g1	-0.477791401256623
"antibiotic metabolic process"	GO:0016999;GO:0017144	4	Sym_120595_c3_g2	-0.432920474528812
"antibiotic metabolic process"	GO:0016999;GO:0017144	4	Sym_55311_c0_g1	-0.357540151040941
"antibiotic metabolic process"	GO:0016999;GO:0017144	4	Sym_126375_c0_g3	0.268361954624356
"antibiotic metabolic process"	GO:0016999;GO:0017144	4	Sym_214581_c0_g1	-1.08731980810886
"carbohydrate biosynthetic process"	GO:0016051	3	Sym_127086_c1_g3	-1.07588420673875
"carbohydrate biosynthetic process"	GO:0016051	3	Sym_211422_c0_g1	-1.0563523652687
"carbohydrate biosynthetic process"	GO:0016051	3	Sym_102664_c0_g1	-0.145096430367302
"carbohydrate biosynthetic process"	GO:0016051	3	Sym_271368_c0_g1	-2.49180860949983
"carbohydrate biosynthetic process"	GO:0016051	3	Sym_149385_c2_g1	-0.491801369127107
"carbohydrate biosynthetic process"	GO:0016051	3	Sym_109725_c2_g2	-1.17547861102871
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	GO:0000398;GO:0000377;GO:0000375	3	Sym_133740_c1_g1	0.68968657332279
