Sym_214329_c0_g1	Major cold shock protein OS=Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) OX=465515 GN=cspA PE=3 SV=1 E(blastx)=2e-07
Sym_285079_c0_g1	RAP domain-containing protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RAP PE=1 SV=1 E(blastx)=9e-05
Sym_56408_c0_g1	tRNA (guanine(37)-N1)-methyltransferase OS=Thalassiosira pseudonana OX=35128 GN=THAPSDRAFT_268027 PE=3 SV=1 E(blastx)=2e-09
Sym_70068_c0_g1	Protein psiQ OS=Dictyostelium discoideum OX=44689 GN=psiQ PE=3 SV=1 E(blastx)=9e-31
Sym_214569_c0_g1	Metabotropic glutamate receptor 8 OS=Mus musculus OX=10090 GN=Grm8 PE=1 SV=2 E(blastx)=3e-12
Sym_274590_c0_g1	Potassium voltage-gated channel subfamily D member 3 OS=Rattus norvegicus OX=10116 GN=Kcnd3 PE=1 SV=2 E(blastx)=1e-05
Sym_158647_c0_g1	Protein transport protein sft2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sft2 PE=3 SV=1 E(blastx)=2e-10
Sym_156497_c0_g1	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus OX=10090 GN=Mcat PE=1 SV=3 E(blastx)=3e-55
Sym_107280_c1_g3	Carbonic anhydrase 2 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=mtcA2 PE=1 SV=1 E(blastx)=1e-20
Sym_206177_c0_g1	Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Rattus norvegicus OX=10116 GN=Fkbp4 PE=1 SV=3 E(blastx)=5e-08
Sym_217248_c0_g1	Calcium-dependent protein kinase 11 OS=Arabidopsis thaliana OX=3702 GN=CPK11 PE=1 SV=2 E(blastx)=2e-30
Sym_137576_c4_g1	Probable trehalase OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0521000 PE=2 SV=1 E(blastx)=1e-36
Sym_55289_c0_g1	Polypeptide N-acetylgalactosaminyltransferase 2 OS=Drosophila melanogaster OX=7227 GN=pgant2 PE=2 SV=2 E(blastx)=9e-78
Sym_274973_c0_g1	Muscle calcium channel subunit alpha-1 OS=Musca domestica OX=7370 PE=2 SV=1 E(blastx)=2e-05
Sym_32579_c0_g1	La protein homolog OS=Drosophila melanogaster OX=7227 GN=La PE=1 SV=2 E(blastx)=3e-13
Sym_208279_c0_g1	Voltage-dependent T-type calcium channel subunit alpha-1H OS=Homo sapiens OX=9606 GN=CACNA1H PE=1 SV=4 E(blastx)=4e-07
Sym_73874_c0_g1	Protein disulfide-isomerase-like protein EhSep2 OS=Emiliania huxleyi OX=2903 GN=SEP2 PE=1 SV=2 E(blastx)=7e-33
Sym_58918_c0_g1	Cilia- and flagella-associated protein 36 OS=Xenopus tropicalis OX=8364 GN=cfap36 PE=2 SV=2 E(blastx)=8e-17
Sym_247994_c0_g1	Coatomer subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COP1 PE=1 SV=2 E(blastx)=3e-10
Sym_78034_c0_g1	Probable E3 ubiquitin-protein ligase HERC3 OS=Homo sapiens OX=9606 GN=HERC3 PE=1 SV=1 E(blastx)=3e-18
Sym_174987_c0_g1	Elongation of very long chain fatty acids protein 7 OS=Bos taurus OX=9913 GN=ELOVL7 PE=2 SV=1 E(blastx)=7e-06
Sym_54646_c0_g1	Myosin heavy chain kinase B OS=Dictyostelium discoideum OX=44689 GN=mhkB PE=2 SV=1 E(blastx)=2e-08
Sym_61315_c0_g1	Pentatricopeptide repeat-containing protein At3g04760, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g04760 PE=2 SV=1 E(blastx)=3e-11
Sym_177725_c0_g1	Monomeric sarcosine oxidase OS=Bacillus sp. (strain B-0618) OX=69000 GN=soxA PE=1 SV=2 E(blastx)=1e-14
Sym_110647_c4_g7	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 2 OS=Arabidopsis thaliana OX=3702 GN=PFP-BETA2 PE=3 SV=1 E(blastx)=8e-137
Sym_58472_c0_g1	Putative ATP-dependent RNA helicase rha-2 OS=Caenorhabditis elegans OX=6239 GN=rha-2 PE=3 SV=2 E(blastx)=5e-22
Sym_64727_c0_g1	FAD-linked oxidoreductase DDB_G0289697 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0289697 PE=2 SV=1 E(blastx)=5e-16
